Time [s],Channel 0,Channel 1,Channel 2,Channel 3
1.260318400,0,1,1,1
1.260581700,1,1,1,1
1.260900200,1,1,1,0
1.262055100,1,0,1,0
1.262592000,0,0,1,0
1.262868000,0,0,1,1
1.263283900,0,0,0,1
1.264223200,0,0,0,0
1.265000700,0,1,0,0
1.265241600,0,1,1,0
1.265651900,1,1,1,0
1.265743200,1,1,0,0
1.266015200,1,1,0,1
1.266785600,1,1,1,1
1.266913400,1,0,1,1
1.267017900,1,1,1,1
1.267761600,1,1,1,0
1.267832900,1,0,1,0
1.268597900,0,0,1,0
1.268829600,0,0,1,1
1.268894600,0,0,0,1
1.269080000,1,0,0,1
1.270432500,1,1,0,1
1.270801900,1,1,1,1
1.270918100,1,0,1,1
1.271065400,0,0,1,1
1.271315800,0,0,1,0
1.272208100,0,1,1,0
1.273030400,0,1,1,1
1.273069100,1,1,1,1
1.273259100,1,1,1,0
1.273699200,1,0,1,0
1.273732500,1,0,0,0
1.273921900,0,0,0,0
1.274207400,0,0,0,1
1.274939000,1,0,0,1
