-0.01,-0.0077777777777777776,-0.005555555555555556,-0.003333333333333334,-0.0011111111111111113,0.0011111111111111113,0.0033333333333333322,0.005555555555555555,0.0077777777777777776,0.01
-802.2212534059945,-589.6923684050756,-368.9489405622002,-175.25479866787768,-5.10535876475931,-5.33695586181774,343.00437131928845,564.9184377838329,775.4613283147158,979.974561350252
"[np.float64(26.778746594005497), np.float64(26.221253405994503)]","[np.float64(26.307631594924374), np.float64(20.692368405075626)]","[np.float64(37.05105943779978), np.float64(26.94894056220022)]","[np.float64(19.74520133212232), np.float64(24.25479866787768)]","[np.float64(20.89464123524069), np.float64(5.10535876475931)]","[np.float64(22.663044138182258), np.float64(5.33695586181774)]","[np.float64(24.004371319288452), np.float64(23.995628680711548)]","[np.float64(26.91843778383293), np.float64(27.08156221616707)]","[np.float64(48.46132831471584), np.float64(29.538671685284157)]","[np.float64(19.974561350251975), np.float64(33.025438649748025)]"
6.273123328739657,6.172908896487914,8.314152548363714,6.1842915631289666,4.3541849729478415,4.450060831505431,6.285371937000821,6.37703805321182,7.714699981672439,8.464815884577368
35.216936288505856,35.356815455632955,32.77025303044885,35.34081367359222,38.388475311489174,38.199293849394735,35.19999316099576,35.07423263377859,33.42023197686578,32.61426247729514
