-0.02,-0.015555555555555555,-0.011111111111111112,-0.006666666666666668,-0.0022222222222222227,0.0022222222222222227,0.0066666666666666645,0.01111111111111111,0.015555555555555555,0.02
-950.0604092040556,-726.3439776590578,-571.0471784257625,-324.51771365960553,-143.7947890667803,-143.64674538298516,354.3683443628195,602.1244853475417,821.2211468224982,1000.6141703600267
"[np.float64(9.939590795944355), np.float64(13.060409204055645)]","[np.float64(62.65602234094217), np.float64(11.343977659057828)]","[np.float64(6.952821574237532), np.float64(12.047178425762468)]","[np.float64(10.482286340394467), np.float64(6.517713659605533)]","[np.float64(12.20521093321969), np.float64(37.79478906678031)]","[np.float64(12.35325461701484), np.float64(38.64674538298516)]","[np.float64(8.368344362819528), np.float64(10.631655637180472)]","[np.float64(10.124485347541736), np.float64(12.875514652458264)]","[np.float64(13.221146822498213), np.float64(9.778853177501787)]","[np.float64(13.61417036002672), np.float64(12.38582963997328)]"
3.041761949513975,2.8578834350784046,2.457459782915949,2.3144542864542834,9.82691020811705,9.985800128792437,2.3385939362390764,2.5439710012423316,2.691661835680539,3.049358717551099
41.5041083473796,42.04572258068738,43.356884420328605,43.87764065810803,31.3182730489034,31.17895542099589,43.787516419104655,43.05636967479795,42.5662028680474,41.48244247451459
