FS, Input, SNDR, SFDR, SNR, CIC_Bias
0.02,0.004,13.973301480569136,20.41428339088209,20.570242709363637,0.8056640625
0.02,0.005,16.814594014990877,24.54503443534955,22.917139807835373,0.8056640625
0.02,0.005789473684210527,18.918238691253656,26.13457010505914,24.657162963125714,0.8056640625
0.02,0.006578947368421052,20.582622881432005,29.22450130988321,25.780309590394538,0.8056640625
0.02,0.007368421052631579,22.075116006601636,31.307205709853775,26.784358734491835,0.8056640625
0.02,0.008157894736842105,23.437388186624553,33.221261745173464,27.722523568949036,0.8056640625
0.02,0.008947368421052631,24.549207918403923,34.71062452453735,28.27073815549074,0.8056640625
0.02,0.009736842105263158,25.66601257335172,36.133637008971704,28.975146982745116,0.8056640625
0.02,0.010526315789473684,26.078680921679677,35.70596830236617,29.214755693088637,0.8056640625
0.02,0.01131578947368421,27.08843538240267,35.335801405925466,29.71424319091708,0.8056640625
0.02,0.012105263157894737,26.276818819391185,34.6435785246758,30.041908558543128,0.8056640625
0.02,0.012894736842105264,27.262936760894103,36.662450881232914,29.850744988433963,0.8056640625
0.02,0.013000000000000001,27.459747962559653,37.20885679428055,30.017167194030733,0.8056640625
0.02,0.013684210526315788,28.374552021510283,36.69714618479922,30.710596084775133,0.8056640625
0.02,0.014473684210526316,29.30048823865659,38.6524355757133,30.85746510783563,0.8056640625
0.02,0.015263157894736843,30.054158041287966,39.735143079315236,31.332239595811814,0.8056640625
0.02,0.016052631578947367,30.541281419591485,40.75461433949617,31.84632427509838,0.8056640625
0.02,0.016842105263157894,31.306375517904414,42.45034239196862,32.49423878857887,0.8056640625
0.02,0.017631578947368422,30.9572100729498,41.574930073275226,32.486626352972976,0.8056640625
0.02,0.018421052631578946,31.893583153687473,42.74085196403266,33.34185431131417,0.8056640625
0.02,0.019,32.23192911045691,42.15810829047436,33.776142060329974,0.8056640625
0.02,0.019210526315789473,32.32701306682812,42.017593760615995,33.89963688870923,0.8056640625
0.02,0.02,32.46705899193711,39.96331937421482,34.41380007233928,0.8056640625
0.02,0.022000000000000002,33.30759012283523,41.21070270519178,35.41554861773352,0.8056640625
0.02,0.022000000000000002,33.30759012283523,41.21070270519178,35.41554861773352,0.8056640625
0.02,0.031000000000000003,17.483975149870687,17.857891668124523,36.80507132271083,0.8056640625
0.02,0.04,13.576864636704277,13.763762364854074,37.175539553283095,0.8056640625
0.03,0.004,19.8351276847603,28.299353935848274,24.332057121815673,0.787890625
0.03,0.005,22.601830223317645,32.75665335157868,26.03164825497972,0.787890625
0.03,0.00631578947368421,25.536341022423233,36.951016224804164,28.187532207085294,0.787890625
0.03,0.0076315789473684215,27.59308688593474,38.91001447371114,29.688200957601794,0.787890625
0.03,0.008947368421052631,29.56826368904568,41.96552474651068,31.11222429604421,0.787890625
0.03,0.010263157894736842,31.143292326907137,44.1482761270354,32.39403078207303,0.787890625
0.03,0.011578947368421053,32.49759381227031,46.59129273673071,33.449923628897565,0.787890625
0.03,0.012894736842105264,33.744106554715636,47.296954341916305,34.490826894421964,0.787890625
0.03,0.013000000000000001,33.89814632413769,47.58071499714819,34.62412891122441,0.787890625
0.03,0.014210526315789472,34.91235587583268,49.65710580140163,35.57638233688087,0.787890625
0.03,0.015526315789473683,34.81025240303087,45.60028370575445,36.087378543467196,0.787890625
0.03,0.016842105263157894,35.06450422037814,46.505819394673296,35.922575873103625,0.787890625
0.03,0.018157894736842106,36.31707914859759,48.860372368853405,36.99274510764845,0.787890625
0.03,0.019473684210526317,37.13725766538518,49.403986890830964,37.89511729693076,0.787890625
0.03,0.020789473684210528,37.74698352965806,48.00767600105257,38.5232586412596,0.787890625
0.03,0.022000000000000002,38.33176886628359,47.59087055170434,39.15952313059506,0.787890625
0.03,0.02210526315789474,38.394495237069485,47.4182827873276,39.21185527571372,0.787890625
0.03,0.023421052631578947,38.170954279139636,44.82033874928055,39.69002889451035,0.787890625
0.03,0.024736842105263158,38.778239646879385,45.644993827284054,40.0541529616264,0.787890625
0.03,0.02605263157894737,39.13570031392898,44.92579534501843,40.68879566870911,0.787890625
0.03,0.02736842105263158,39.08807228776429,43.70967242311191,41.2511749259932,0.787890625
0.03,0.028499999999999998,39.156347056085956,42.981428536797026,41.75600635867,0.787890625
0.03,0.02868421052631579,39.123773795519526,42.81006133061011,41.816676368748006,0.787890625
0.03,0.03,38.704016292123185,41.66250137318265,42.13474061622613,0.787890625
0.03,0.031000000000000003,38.35190982743416,40.797745799061516,42.54351506075573,0.787890625
0.03,0.033,32.35198904960655,36.95681455466827,42.956816767915065,0.787890625
0.03,0.04,19.988387721743575,20.6733620925678,42.444335157160296,0.787890625
0.04,0.004,24.854486170999056,35.09182469781598,26.53464395394132,0.7728515624999999
0.04,0.005,26.93964880878539,39.44154792183819,28.03287414389546,0.7728515624999999
0.04,0.006842105263157895,30.34916004699214,45.203181086951474,30.965933700107627,0.7728515624999999
0.04,0.00868421052631579,32.64204368805996,48.20688888655239,33.01031554051314,0.7728515624999999
0.04,0.010526315789473686,34.513894029733144,50.57077392786013,34.75935132151774,0.7728515624999999
0.04,0.01236842105263158,35.952175441466146,50.848438804221644,36.22948456593805,0.7728515624999999
0.04,0.013000000000000001,36.57537978115445,53.547318285318866,36.809474931853956,0.7728515624999999
0.04,0.014210526315789476,37.21279391168948,55.14521514689889,37.42709414192277,0.7728515624999999
0.04,0.01605263157894737,38.33035164933504,51.5255384153929,38.59620413737032,0.7728515624999999
0.04,0.017894736842105265,39.37607026992025,55.41173899762066,39.616720716767446,0.7728515624999999
0.04,0.01973684210526316,39.96494699755663,54.58428291364365,40.43606224205239,0.7728515624999999
0.04,0.021578947368421055,40.52354686555974,53.246103614331474,40.830092696450734,0.7728515624999999
0.04,0.022000000000000002,40.69014098254481,53.372534558442624,41.08743717670081,0.7728515624999999
0.04,0.02342105263157895,41.26605445811444,55.88279783378607,41.51906409368885,0.7728515624999999
0.04,0.025263157894736845,42.02400678598401,54.26389004394895,42.46188820833774,0.7728515624999999
0.04,0.02710526315789474,42.44641523141497,51.64748129872285,43.13112746192648,0.7728515624999999
0.04,0.028947368421052635,-6.368660232730093,51.2015531914563,-6.3686517214387965,0.7728515624999999
0.04,0.03078947368421053,42.85802985000295,49.79377303627881,43.99747075291117,0.7728515624999999
0.04,0.031000000000000003,43.011864638289026,49.88450830257989,44.15284458761601,0.7728515624999999
0.04,0.03263157894736842,43.50880466695911,49.98383373492855,44.76386291409628,0.7728515624999999
0.04,0.034473684210526316,43.542921744195795,49.15074017777465,45.12501192419759,0.7728515624999999
0.04,0.03631578947368421,43.49138087211922,48.12818524892488,45.54907836386598,0.7728515624999999
0.04,0.038,43.46312730304948,47.39017192369383,45.93929004506357,0.7728515624999999
0.04,0.038157894736842106,43.433763118010766,47.145530187884845,46.074336654448246,0.7728515624999999
0.04,0.04,43.02110931284375,45.917487184269646,46.45433882215847,0.7728515624999999
0.04,0.04,43.02110931284375,45.917487184269646,46.45433882215847,0.7728515624999999
0.04,0.044000000000000004,31.654178325474565,36.73714235590643,46.74138320996516,0.7728515624999999
0.05,0.004,27.019391944750506,42.84920595874179,27.40288039774005,0.7605468750000002
0.05,0.005,28.84809771974741,45.828630442579765,29.04675377780081,0.7605468750000002
0.05,0.00736842105263158,32.34627696128439,49.96387608038597,32.62194110743391,0.7605468750000002
0.05,0.009736842105263158,34.56686483983967,54.6548660740861,34.69101833580866,0.7605468750000002
0.05,0.012105263157894737,36.72236474480002,57.00188841880083,36.84246994561042,0.7605468750000002
0.05,0.013000000000000001,37.21896747440836,55.92703439975652,37.43584602681055,0.7605468750000002
0.05,0.014473684210526316,38.30561127564109,58.79970909931663,38.43914932950391,0.7605468750000002
0.05,0.016842105263157894,39.59980546828059,56.189088144937074,39.76219584235156,0.7605468750000002
0.05,0.019210526315789477,40.637218920245324,53.830976272874,40.929511661228716,0.7605468750000002
0.05,0.021578947368421055,41.73741201015859,60.236866856670375,41.881958407441985,0.7605468750000002
0.05,0.022000000000000002,41.82644814787266,57.67420147492069,42.0173408485714,0.7605468750000002
0.05,0.023947368421052634,42.59499173159688,60.32441164083218,42.726338065182205,0.7605468750000002
0.05,0.026315789473684213,43.27288355850701,57.13306134191208,43.52066230539521,0.7605468750000002
0.05,0.02868421052631579,43.85736447662228,59.96285848674749,44.06373169449226,0.7605468750000002
0.05,0.031000000000000003,44.778801761575416,60.569472355833994,44.96142592722613,0.7605468750000002
0.05,0.03105263157894737,44.777374680353205,61.1313779464471,44.94515919987501,0.7605468750000002
0.05,0.03342105263157895,45.10705911572942,56.21609964907721,45.578023210131526,0.7605468750000002
0.05,0.03578947368421053,45.56759241476641,54.82285468153823,46.235773422736855,0.7605468750000002
0.05,0.038157894736842106,45.61879606839388,53.50772559184257,46.63482358605212,0.7605468750000002
0.05,0.04,45.97641997413361,53.95902548584404,46.9252172576267,0.7605468750000002
0.05,0.04052631578947368,46.08932205494323,53.859889315736964,47.06819441058882,0.7605468750000002
0.05,0.04289473684210526,46.22489609686511,52.789617741914086,47.562542939056144,0.7605468750000002
