FS, Input, SNDR
0.1,0.03666666666666667,45.954415386968115
0.1,0.04,46.6160274949811
0.1,0.04722222222222222,47.59302580797411
0.1,0.057777777777777775,49.029853916706585
0.1,0.06833333333333334,50.57947988633002
0.1,0.0788888888888889,51.5988406818856
0.1,0.08944444444444445,52.641129759760275
0.1,0.1,51.48859869893109
0.1,0.11000000000000001,24.63135694133548
0.12,0.004,26.5078930474624
0.12,0.005,28.317195558807107
0.12,0.013000000000000001,36.55974932959727
0.12,0.017777777777777778,39.47124397065537
0.12,0.022000000000000002,41.164780308859285
0.12,0.030555555555555555,43.777332257530624
0.12,0.031000000000000003,43.78709060026083
0.12,0.04,46.05201376109597
0.12,0.04333333333333333,46.63796209011658
0.12,0.056111111111111105,48.79471309946866
0.12,0.06888888888888889,49.825121705430604
0.12,0.08166666666666667,51.27209490358027
0.12,0.09444444444444444,52.49703943165094
0.12,0.10722222222222222,53.51789138799609
0.12,0.12,52.884233683130724
0.12,0.132,24.749885047960277
0.14,0.004,26.04338073806309
0.14,0.005,28.183039794097752
0.14,0.013000000000000001,36.304431322392595
0.14,0.02,39.938560432189796
0.14,0.022000000000000002,40.81528297903788
0.14,0.031000000000000003,43.581460084537895
0.14,0.035,44.285270904084754
0.14,0.04,45.46100837821953
0.14,0.05,47.42225173547749
0.14,0.065,49.42116950496651
0.14,0.08000000000000002,50.399515295852865
0.14,0.09500000000000001,51.8387177641563
0.14,0.11000000000000001,53.209965942753044
0.14,0.125,54.28417672124871
0.14,0.14,54.242206621880385
0.14,0.15400000000000003,24.464406244444497
0.16,0.004,25.506756107443643
0.16,0.005,27.376417828356104
0.16,0.013000000000000001,35.59590989527611
0.16,0.022000000000000002,39.915190241241476
0.16,0.022222222222222223,40.16531204650064
0.16,0.031000000000000003,43.06309535723348
0.16,0.03944444444444444,44.90761682091054
0.16,0.04,44.81482875016709
0.16,0.056666666666666664,47.86369974176441
0.16,0.07388888888888889,50.159161977444654
0.16,0.09111111111111111,50.719888598498606
0.16,0.10833333333333334,52.37506497818333
0.16,0.12555555555555556,53.74078144908614
0.16,0.14277777777777778,54.69535284973978
0.16,0.16,54.333839398753724
0.16,0.17600000000000002,24.789661585022674
0.18,0.004,24.851213878454622
0.18,0.005,27.097097680027247
0.18,0.013000000000000001,35.36434863262499
0.18,0.022000000000000002,39.52739090234822
0.18,0.024444444444444446,40.667560703524465
0.18,0.031000000000000003,42.66496402056541
0.18,0.04,44.667978215945006
0.18,0.04388888888888889,45.24500111984335
0.18,0.06333333333333334,48.477122911099066
0.18,0.08277777777777778,50.643855237410236
0.18,0.10222222222222223,51.017321623034434
0.18,0.12166666666666667,52.83925825024206
0.18,0.14111111111111113,54.129190931190124
0.18,0.16055555555555556,55.18072848534166
0.18,0.18,49.14227065646151
0.18,0.198,24.90005258953041
0.2,0.004,24.4006644308178
0.2,0.005,26.50050989222224
0.2,0.013000000000000001,34.669018253567884
0.2,0.022000000000000002,39.024203939201286
0.2,0.02666666666666667,40.70462695028154
0.2,0.031000000000000003,42.11635326902339
0.2,0.04,44.34255903889085
0.2,0.04833333333333333,45.539058445768674
0.2,0.07,48.74821156245129
0.2,0.09166666666666667,50.72375829624292
0.2,0.11333333333333334,50.96117510391143
0.2,0.135,52.83853957216273
0.2,0.15666666666666668,54.21551876661897
0.2,0.17833333333333334,51.738030674887824
0.2,0.2,42.32422722886766
0.2,0.22000000000000003,25.331923918224703
