FS, Input, SNDR, SFDR, SNR, CIC_Bias
0.035,0.004,14.796008400391013,17.098812150391634,23.303518364232467,0.7769531249999999
0.035,0.005,18.05474209601951,24.21043899977603,25.600409342562497,0.7769531249999999
0.035,0.008333333333333333,21.974954512834728,28.52578990684779,29.470240364445523,0.7769531249999999
0.035,0.011666666666666667,25.845363551665134,31.675868791801555,31.98884934560064,0.7769531249999999
0.035,0.013000000000000001,26.42768488652918,33.21458353787692,33.0721189419671,0.7769531249999999
0.035,0.015,24.42813187195012,30.581533406827887,31.376871388728233,0.7769531249999999
0.035,0.018333333333333333,27.794880076480286,33.760737026534514,33.849601837996886,0.7769531249999999
0.035,0.021666666666666667,30.107503534422683,35.76085478780031,35.31560259186699,0.7769531249999999
0.035,0.022000000000000002,30.28214003139294,36.04837134081684,35.422435480124214,0.7769531249999999
0.035,0.025,31.684195503577364,39.26934225332146,36.5519418097703,0.7769531249999999
0.035,0.028333333333333335,33.25477386607074,38.833780729679205,36.46388259701712,0.7769531249999999
0.035,0.031000000000000003,34.101756173730976,42.07964181493318,37.204647700203985,0.7769531249999999
0.035,0.03166666666666667,34.243576615873,41.56760393004198,37.35272198228148,0.7769531249999999
0.035,0.035,34.02131687284936,39.63872763953763,38.27710818987998,0.7769531249999999
0.035,0.038500000000000006,25.643699399706463,30.888878694122116,38.71539948736427,0.7769531249999999
0.035,0.04,22.09744471324505,26.13983092052822,38.90707048720916,0.7769531249999999
0.04,0.004,27.478078584923033,42.3934919637031,27.725572540270548,0.7701171874999999
0.04,0.005,18.00492784418037,20.623172242153665,26.15817259279232,0.7701171874999999
0.04,0.008888888888888889,25.3558153454955,28.683129879777344,32.016963152792556,0.7701171874999999
0.04,0.012777777777777779,29.4110738598496,35.134857688937366,34.888284984400485,0.7701171874999999
0.04,0.013000000000000001,29.57426799613751,35.71628655616968,34.97308571550637,0.7701171874999999
0.04,0.016666666666666666,30.141505710400853,35.50268629694175,35.68562265439211,0.7701171874999999
0.04,0.020555555555555556,32.305142733132435,37.05284681654331,37.80911807336336,0.7701171874999999
0.04,0.022000000000000002,33.2370541848888,39.729286595275056,38.658541642934885,0.7701171874999999
0.04,0.024444444444444446,34.51763071719834,41.166695160502336,39.76073147323341,0.7701171874999999
0.04,0.028333333333333335,35.64201455055753,42.3590960937608,40.667109411927996,0.7701171874999999
0.04,0.031000000000000003,36.76168549872115,46.38663553864683,40.24349900592167,0.7701171874999999
0.04,0.03222222222222222,37.13751649695907,45.45446953438525,40.628960087823344,0.7701171874999999
0.04,0.036111111111111115,37.73726952644675,43.65676119139167,41.280797015798576,0.7701171874999999
0.04,0.04,37.50303633775426,41.05113923502667,42.05244457599097,0.7701171874999999
0.04,0.04,37.50303633775426,41.05113923502667,42.05244457599097,0.7701171874999999
0.04,0.044000000000000004,25.887542005112614,30.50767712271445,42.336973170452495,0.7701171874999999
0.045,0.004,27.75453991677096,47.83888024047033,27.894509282117404,0.7632812500000001
0.045,0.005,29.499556861471273,47.658098654098026,29.69573040184773,0.7632812500000001
0.045,0.009444444444444445,29.00535089893358,35.08307149508239,34.24514789539019,0.7632812500000001
0.045,0.013000000000000001,32.54845241756388,40.522903423316734,36.74566097526694,0.7632812500000001
0.045,0.013888888888888888,33.3256295946424,41.376008199642406,37.4702157349926,0.7632812500000001
0.045,0.018333333333333333,36.08325501876294,44.127802850414916,39.64835015299575,0.7632812500000001
0.045,0.022000000000000002,37.26234128493422,44.837311869543214,40.99344043119079,0.7632812500000001
0.045,0.02277777777777778,37.685135172332544,45.87346498675037,41.43568520009201,0.7632812500000001
0.045,0.027222222222222224,39.33123520126046,48.32978540139116,42.613042960880406,0.7632812500000001
0.045,0.031000000000000003,39.50776109178578,44.29764063928988,43.34920138875284,0.7632812500000001
0.045,0.03166666666666666,39.478738045894055,43.74248913185817,43.57255743804455,0.7632812500000001
0.045,0.03611111111111111,40.58697795495446,44.871887941514295,44.64075792032334,0.7632812500000001
0.045,0.04,41.26980124661719,45.599814377602605,44.99448609718942,0.7632812500000001
0.045,0.04055555555555555,41.47015360014963,45.88951343781328,45.16198971380035,0.7632812500000001
0.045,0.045,40.73569660670628,43.30547303879893,45.86816763400005,0.7632812500000001
