FS, Input, SNDR, SFDR, SNR, CIC_Bias
0.1055,0.004,26.66280476781498,42.47965541654462,27.234851573469353,0.645
0.1055,0.005,28.502884389363903,41.08628776001842,29.14055843576843,0.645
0.1055,0.010289473684210525,34.590857204140676,45.19613024246789,35.244601946310176,0.645
0.1055,0.013000000000000001,36.37832205008258,48.73017223949553,37.03287627453041,0.645
0.1055,0.015578947368421053,38.27292478719271,54.621079795613866,38.666886324434714,0.645
0.1055,0.02086842105263158,40.755498070728336,53.42823387229939,41.22951423682292,0.645
0.1055,0.022000000000000002,41.28923814075325,54.23799613855908,41.72955969952308,0.645
0.1055,0.026157894736842106,42.03120072731877,57.30588848388669,42.66345378439713,0.645
0.1055,0.031000000000000003,44.27096907462955,60.88223007419076,44.59716789060005,0.645
0.1055,0.03144736842105263,44.36879194644561,60.92524217117236,44.70885260628725,0.645
0.1055,0.03673684210526316,45.728833436734135,58.94088915134394,46.09995980293024,0.645
0.1055,0.04,46.370313772190755,58.410996336232,46.819685457752975,0.645
0.1055,0.04202631578947368,46.718929778198984,60.450673220097556,47.093913299448324,0.645
0.1055,0.04731578947368421,47.57713374789497,58.9627183456913,48.12559175286731,0.645
0.1055,0.05260526315789473,48.745400220831215,59.85694727174324,49.23462154214395,0.645
0.1055,0.057894736842105256,49.66682138381135,63.101703354364986,50.04171089586996,0.645
0.1055,0.06318421052631579,50.28445771098266,66.42201393322264,50.637282295544736,0.645
0.1055,0.06847368421052633,36.99383829201047,67.28184159114024,37.01121061815747,0.645
0.1055,0.07376315789473685,51.604206675671456,65.17525987968841,52.02197082411787,0.645
0.1055,0.07905263157894737,52.0761682549995,64.16707649259656,52.55483002758411,0.645
0.1055,0.0843421052631579,52.746575688156994,66.64728394589513,53.21313314738304,0.645
0.1055,0.08963157894736842,53.07823789652964,64.96520592579097,53.81934023053348,0.645
0.1055,0.09492105263157895,52.50889589888804,60.98120492591586,53.92177937457682,0.645
0.1055,0.10021052631578947,52.1205453987975,57.707924190982936,54.3356751725051,0.645
0.1055,0.100225,52.02597797027768,57.86472487536554,54.27687739472975,0.645
0.1055,0.1055,51.39188888545158,55.15278902236639,54.84266953631939,0.645
0.1055,0.11605,29.571676169876064,32.15628063233828,49.28709679695014,0.645
