0.0,0.007777777777777778,0.015555555555555557,0.023333333333333334,0.031111111111111114,0.03888888888888889,0.04666666666666667,0.05444444444444445,0.06222222222222223,0.07
1010.375331245483,1009.2991656734207,1009.1963382317514,1008.8571769194086,1008.0144543483498,1006.2839771101574,1006.245191137083,1006.0202093985878,1006.0941941700795,1006.4557937846303
"[np.float64(5.375331245483039), np.float64(4.624668754516961)]","[np.float64(6.299165673420703), np.float64(4.700834326579297)]","[np.float64(6.196338231751383), np.float64(4.803661768248617)]","[np.float64(5.85717691940863), np.float64(5.14282308059137)]","[np.float64(7.014454348349773), np.float64(4.985545651650227)]","[np.float64(4.283977110157366), np.float64(5.716022889842634)]","[np.float64(4.245191137082998), np.float64(4.754808862917002)]","[np.float64(5.020209398587781), np.float64(4.979790601412219)]","[np.float64(4.094194170079504), np.float64(4.905805829920496)]","[np.float64(4.455793784630259), np.float64(4.544206215369741)]"
1.3334849475735804,1.4084325542243903,1.3935343298535976,1.4728061912381423,1.9628648782474893,1.4376887002105359,1.4080097599240013,1.4309292316580313,1.419668603833957,1.4141827429713112
48.666850449889544,48.19189171014923,48.28425936296651,47.80370078143733,45.308804720130894,48.01331561769189,48.19449949987168,48.05424968972082,48.122873245157166,48.15650213793448
